Evidence,Property,Source,Genome ID,Genome Name,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Source ID,Source Organism,Gene,Product,Function,Classification,Antibiotics Class,Antibiotics,PubMed,Subject Coverage,Query Coverage,Identity,E-value
"K-mer Search","Antibiotic Resistance","PATRIC","562.102011","Escherichia coli Map_45_003","fig|562.102011.peg.891",,,,,"Alr","Alanine racemase (EC 5.1.1.1)","Alanine racemase (EC 5.1.1.1)","antibiotic target in susceptible species","Cycloserine","D-cycloserine","19748470;24303782",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.31003","Escherichia coli strain E.coli C142","fig|562.31003.peg.3638",,,,,,"PhoP/PhoQ regulator MgrB",,"gene conferring resistance via absence","polymixins","colistin;colistin a;colistin b;polymyxin","25190723",,,,
"BLAT","Antibiotic Resistance","CARD","562.100676","Escherichia coli a0e659a0-7bb8-11e9-a8d3-68b59976a384","fig|562.100676.peg.5023",,,"AAA50993.1","Escherichia coli",,"Translation elongation factor Tu",,"antibiotic resistant gene variant or mutant,elfamycin resistance gene",,,,11,100,100,"2e-18"
"BLAT","Antibiotic Resistance","CARD","562.102052","Escherichia coli Map_77_007","fig|562.102052.peg.1044",,,"BAE77933.1","Escherichia coli str. K-12 substr. W3110","CRP","Cyclic AMP receptor protein",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,99,"1e-116"
"BLAT","Antibiotic Resistance","CARD","562.102020","Escherichia coli Map_28_006","fig|562.102020.peg.3673",,,"CAD09800.1","Salmonella enterica subsp. enterica serovar Typhi str. CT18","TEM-1","Class A beta-lactamase (EC 3.5.2.6) => TEM family",,"antibiotic inactivation enzyme,beta-lactam resistance gene",,,,100,100,100,"1e-163"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99779","Escherichia coli d0cea686-7bb8-11e9-a8d3-68b59976a384","fig|562.99779.peg.1185",,,,,"EmrAB-TolC","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA","Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA","efflux pump conferring antibiotic resistance","Fluoroquinolones Quinolones Quinolines","nalidixic acid","1409590",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102328","Escherichia coli A150011","fig|562.102328.peg.793",,,,,"MdtABC-TolC","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)","efflux pump conferring antibiotic resistance","Aminocoumarin antibiotics","novobiocin","12107134",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.100021","Escherichia coli ea3e4f9a-7bb8-11e9-a8d3-68b59976a384","fig|562.100021.peg.3549",,,,,"folP","Dihydropteroate synthase (EC 2.5.1.15)","Dihydropteroate synthase (EC 2.5.1.15)","antibiotic target in susceptible species","Sulfonamides","sulfadiazine;sulfadimidine;sulfadoxine;sulfamethoxazole;sulfisoxazole;sulfacetamide;mafenide;sulfasalazine;sulfamethizole;dapsone","15673783",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.17727","Escherichia coli strain ABWA45","fig|562.17727.peg.1278","CES94_06350",,,,,"Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA",,"efflux pump conferring antibiotic resistance","fluoroquinolones quinolones quinolines","nalidixic acid","1409590",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.100607","Escherichia coli c6e29046-7bb9-11e9-a8d3-68b59976a384","fig|562.100607.peg.4678",,,,,"rpoB","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","antibiotic target in susceptible species","Rifamycins, Peptide antibiotics","rifamycin;daptomycin;rifabutin;rifampin","3050121;15047531;16723576",,,,
"BLAT","Antibiotic Resistance","CARD","562.99919","Escherichia coli 3980261e-7bb9-11e9-a8d3-68b59976a384","fig|562.99919.peg.2994",,,"CDO13981.1","Klebsiella pneumoniae","PhoP","Transcriptional regulatory protein PhoP",,"antibiotic resistant gene variant or mutant,efflux pump conferring antibiotic resistance,gene altering cell wall charge conferring antibiotic resistance,gene modulating antibiotic efflux,polymyxin resistance gene",,,,100,100,92,"1e-115"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99916","Escherichia coli c3292b82-7bb8-11e9-a8d3-68b59976a384","fig|562.99916.peg.3664",,,,,"EF-G","Translation elongation factor G","Translation elongation factor G","antibiotic target in susceptible species","Fusidic acid","fusidic acid","17980694",,,,
"BLAT","Antibiotic Resistance","CARD","562.102017","Escherichia coli Map_31_007","fig|562.102017.peg.278",,,"YP_007503840.1","Morganella morganii subsp. morganii KT","tetA","Tetracycline resistance, MFS efflux pump => Tet(B)",,"efflux pump conferring antibiotic resistance",,"tetracycline",,100,100,99,"1e-228"
"BLAT","Antibiotic Resistance","CARD","562.22043","Escherichia coli strain MOD1-EC6032","fig|562.22043.peg.4438",,,"AAC75138.1","Escherichia coli str. K-12 substr. MG1655",,"Uncharacterized transporter MdtD of major facilitator superfamily (MFS)",,"efflux pump conferring antibiotic resistance",,,,100,100,99,"1e-265"
"BLAT","Antibiotic Resistance","CARD","562.102159","Escherichia coli YZ21HCE5","fig|562.102159.peg.1659","MRY66_07990",,"AFH35853.1","Escherichia coli","mdfA","Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum",,"efflux pump conferring antibiotic resistance",,"Benzalkonium chloride;daunomycin;rhodamine",,100,100,97,"1e-225"
"BLAT","Antibiotic Resistance","CARD","562.99903","Escherichia coli aeb3916e-7bb9-11e9-a8d3-68b59976a384","fig|562.99903.peg.2859",,,"AAC77033.1","Escherichia coli str. K-12 substr. MG1655","soxR","Redox-sensitive transcriptional activator SoxR",,"antibiotic resistant gene variant or mutant,efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,99,"2e-83"
"BLAT","Antibiotic Resistance","CARD","562.99913","Escherichia coli d524b3fa-7bb9-11e9-a8d3-68b59976a384","fig|562.99913.peg.1576",,,"NP_416340.1","Escherichia coli str. K-12 substr. MG1655","mgrB","PhoP/PhoQ regulator MgrB",,"efflux pump conferring antibiotic resistance,gene altering cell wall charge conferring antibiotic resistance,gene conferring resistance via absence,gene modulating antibiotic efflux,polymyxin resistance gene",,,,100,100,97,"6e-21"
"K-mer Search","Antibiotic Resistance","PATRIC","562.38737","Escherichia coli strain 342601","fig|562.38737.peg.3416","DNQ56_16865",,,,"KatG","Catalase-peroxidase KatG (EC 1.11.1.21)","Catalase-peroxidase KatG (EC 1.11.1.21)","antibiotic activation enzyme","Isoniazid","isoniazid","14638486",,,,
"BLAT","Antibiotic Resistance","CARD","562.102171","Escherichia coli YZ21HCE17","fig|562.102171.peg.2746","MRY62_13370",,"BAE78116.1","Escherichia coli str. K-12 substr. W3110","PmrC","Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)",,"gene altering cell wall charge conferring antibiotic resistance,polymyxin resistance gene",,"colistin",,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","NDARO","562.102168","Escherichia coli YZ21HCE25","fig|562.102168.peg.5097","MRY48_24325",,"WP_000095725.1","Gammaproteobacteria",,"Chloramphenicol resistance, MFS efflux pump => CmlA family","MULTISPECIES: chloramphenicol efflux MFS transporter CmlA1","",,,,100,100,100,"1e-241"
"BLAT","Antibiotic Resistance","CARD","562.70759","Escherichia coli strain FDAARGOS_1279 strain Not applicable","fig|562.70759.peg.2930","I6K09_14025",,"BAE78082.1","Escherichia coli str. K-12 substr. W3110","mdtP","Multidrug resistance outer membrane protein MdtP",,"efflux pump conferring antibiotic resistance",,,,100,100,97,"1e-272"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102005","Escherichia coli Map_61_009","fig|562.102005.peg.1326",,,,,"S10p","SSU ribosomal protein S10p (S20e)","SSU ribosomal protein S10p (S20e)","antibiotic target in susceptible species","Tetracyclines, Glycylcyclines","tetracycline;tigecycline","26124155",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102024","Escherichia coli Map_23_001","fig|562.102024.peg.2264",,,,,"AcrEF-TolC ","Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)","Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)","efflux pump conferring antibiotic resistance","Fluoroquinolones Quinolones Quinolines, Cephalosporins, Penams, Cephamycins","ciprofloxacin ","1720861",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99787","Escherichia coli d38c2b3c-7bb8-11e9-a8d3-68b59976a384","fig|562.99787.peg.4872",,,,,"EF-Tu","Translation elongation factor Tu","Translation elongation factor Tu","antibiotic target in susceptible species","Elfamycins","kirromycin;enacyloxin IIa;pulvomycin","364475;9678602",,,,
"BLAT","Antibiotic Resistance","NDARO","562.100600","Escherichia coli 7b63d1ca-7bb9-11e9-a8d3-68b59976a384","fig|562.100600.peg.3406",,,"WP_001443153.1","Escherichia",,"Class C beta-lactamase (EC 3.5.2.6) => BlaEC family","MULTISPECIES: cephalosporin-hydrolyzing class C beta-lactamase EC-5","",,,,100,100,98,"1e-223"
"BLAT","Antibiotic Resistance","CARD","562.102171","Escherichia coli YZ21HCE17","fig|562.102171.peg.3621","MRY62_17660",,"YP_491919.1","Escherichia coli str. K-12 substr. W3110","gadX","Transcriptional regulator GadX, AraC family",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,98,"1e-153"
"BLAT","Antibiotic Resistance","CARD","562.99946","Escherichia coli 6265c566-7bb9-11e9-a8d3-68b59976a384","fig|562.99946.peg.3879",,,"AML99881.1","Salmonella enterica subsp. enterica serovar Typhimurium","mdtK","Uncharacterized transporter YeeO",,"efflux pump conferring antibiotic resistance",,,,99,97,82,"1e-230"
"K-mer Search","Antibiotic Resistance","PATRIC","562.16354","Escherichia coli strain OS_07_001_-1","fig|562.16354.peg.2405","A4T35_11970",,,,,"Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA",,"efflux pump conferring antibiotic resistance","aminocoumarin antibiotics","novobiocin","12107134",,,,
"BLAT","Antibiotic Resistance","CARD","562.100015","Escherichia coli 8a579262-7bb8-11e9-a8d3-68b59976a384","fig|562.100015.peg.860",,,"AAC76298.1","Escherichia coli str. K-12 substr. MG1655","acrF","Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",,"efflux pump conferring antibiotic resistance",,,,44,100,99,"1e-261"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102075","Escherichia coli Map_136_004","fig|562.102075.peg.559",,,,,"MdtEF-TolC","Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)","Multidrug efflux system MdtEF-TolC, inner-membrane proton/drug antiporter MdtF (RND type)","efflux pump conferring antibiotic resistance","Fluoroquinolones Quinolones Quinolines, Macrolides, Penams","oxacillin;cloxacillin;erythromycin;norfloxacin �","11914367",,,,
"BLAT","Antibiotic Resistance","NDARO","562.102014","Escherichia coli Map_38_006","fig|562.102014.peg.2840",,,"WP_063860228.1","Escherichia coli",,"Class C beta-lactamase (EC 3.5.2.6) => BlaEC family","class C extended-spectrum beta-lactamase EC-13","",,,,51,100,95,"1e-110"
"BLAT","Antibiotic Resistance","CARD","562.102197","Escherichia coli CNTRL_EPEC40","fig|562.102197.peg.3163","E4497_03200",,"AAC75137.1","Escherichia coli str. K-12 substr. MG1655","mdtC","Multidrug efflux system MdtABC-TolC, inner-membrane proton/drug antiporter MdtC (RND type)",,"efflux pump conferring antibiotic resistance",,"novobiocin",,100,100,99,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102273","Escherichia coli Gb473","fig|562.102273.peg.2946","K9T65_20120",,,,"inhA, fabI","Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)","Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)","antibiotic target in susceptible species","Isoniazid, Ethionamide, Triclosan","isoniazid;ethionamide;triclosan","18193820;10869170;8284673",,,,
"BLAT","Antibiotic Resistance","CARD","562.102146","Escherichia coli YZ21HCE7","fig|562.102146.peg.52","MRY54_00250",,"AML99881.1","Salmonella enterica subsp. enterica serovar Typhimurium","mdtK","Uncharacterized transporter YeeO",,"efflux pump conferring antibiotic resistance",,,,98,85,82,"1e-231"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99901","Escherichia coli ae991c80-7bb9-11e9-a8d3-68b59976a384","fig|562.99901.peg.2880",,,,,"Ddl","D-alanine--D-alanine ligase (EC 6.3.2.4)","D-alanine--D-alanine ligase (EC 6.3.2.4)","antibiotic target in susceptible species","Cycloserine","D-cycloserine","24303782;24033232",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102157","Escherichia coli YZ21HCE2","fig|562.102157.peg.4227","MRY58_20265",,,,"EmrAB-TolC","Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)","Multidrug efflux system EmrAB-OMF, inner-membrane proton/drug antiporter EmrB (MFS type)","efflux pump conferring antibiotic resistance","Fluoroquinolones Quinolones Quinolines","nalidixic acid","1409590",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.100025","Escherichia coli 8f74c4ae-7bb8-11e9-a8d3-68b59976a384","fig|562.100025.peg.2614",,,,,"S12p","SSU ribosomal protein S12p (S23e)","SSU ribosomal protein S12p (S23e)","antibiotic target in susceptible species","Aminoglycosides","streptomycin","7934937",,,,
"BLAT","Antibiotic Resistance","CARD","562.102227","Escherichia coli IBD_EPEC8","fig|562.102227.peg.3422","E4558_05700",,"ANK04027.1","Escherichia coli O25b:H4","gadW","Transcriptional regulator GadW, AraC family",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,95,"1e-131"
"BLAT","Antibiotic Resistance","CARD","562.100625","Escherichia coli cc0a5d3e-7bb8-11e9-a8d3-68b59976a384","fig|562.100625.peg.743",,,"YP_491362.1","Escherichia coli str. K-12 substr. W3110","folP","Dihydropteroate synthase (EC 2.5.1.15)",,"antibiotic resistant gene variant or mutant,sulfonamide resistance gene",,,,100,100,100,"1e-158"
"BLAT","Antibiotic Resistance","CARD","562.66555","Escherichia coli strain G1/2","fig|562.66555.peg.4456","H4P46_21165",,"NP_414618.4","Escherichia coli str. K-12 substr. MG1655","leuO","LysR family transcriptional activator LeuO",,"gene modulating antibiotic efflux,sulfonamide resistance gene",,,,100,100,100,"1e-182"
"BLAT","Antibiotic Resistance","CARD","562.59223","Escherichia coli strain PBIO711","fig|562.59223.peg.996",,,"EFF04178.1","Escherichia coli B185","emrD","Multidrug efflux pump EmrD (of MFS type)",,"efflux pump conferring antibiotic resistance",,,,99,100,99,"1e-226"
"BLAT","Antibiotic Resistance","CARD","562.102152","Escherichia coli YZ21HCE31","fig|562.102152.peg.4991","MRY47_24070",,"ACI32877.1","Escherichia coli","dfrA14","Dihydrofolate reductase (EC 1.5.1.3)",,"antibiotic target replacement protein,trimethoprim resistance gene",,,,97,99,99,"1e-87"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102207","Escherichia coli DIAR_EPEC30","fig|562.102207.peg.4693","E4529_10095",,,,"EmrD","Multidrug efflux pump EmrD (of MFS type)","Multidrug efflux pump EmrD (of MFS type)","efflux pump conferring antibiotic resistance","Macrolides, Aminoglycosides, Nitrofurans, Penams","azithromycin;gentamicin;nitrofurantoin;oxacillin;spiramycin","8987357;16675700",,,,
"BLAT","Antibiotic Resistance","NDARO","562.50709","Escherichia coli strain 1_2_1","fig|562.50709.peg.3664","FV311_24345",,"WP_000800531.1","Gammaproteobacteria","qac","Small multidrug resistance (SMR) efflux transporter => QacE, quaternary ammonium compounds","MULTISPECIES: quaternary ammonium compound efflux SMR transporter QacL","",,,,100,100,100,"1e-55"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102016","Escherichia coli Map_36_008","fig|562.102016.peg.2150",,,,,"S10p","SSU ribosomal protein S10p (S20e)","SSU ribosomal protein S10p (S20e)","antibiotic target in susceptible species","Tetracyclines, Glycylcyclines","tetracycline;tigecycline","26124155",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102043","Escherichia coli Map_87_020","fig|562.102043.peg.1374",,,,,"EmrKY-TolC","Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)","Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)","efflux pump conferring antibiotic resistance","Tetracyclines�","tetracycline","20128927;12501312",,,,
"BLAT","Antibiotic Resistance","CARD","562.102187","Escherichia coli CNTRL_EPEC50","fig|562.102187.peg.2779","E4502_10940",,"BAE78116.1","Escherichia coli str. K-12 substr. W3110","PmrC","Lipid A phosphoethanolamine transferase EptA/PmrC (EC 2.7.8.43)",,"gene altering cell wall charge conferring antibiotic resistance,polymyxin resistance gene",,"colistin",,100,100,96,"0.0"
"K-mer Search","Antibiotic Resistance","PATRIC","562.19115","Escherichia coli strain EC-117-2-4","fig|562.19115.peg.1234","CIG20_08570",,,,,"Multidrug efflux system EmrAB-OMF, membrane fusion component EmrA",,"efflux pump conferring antibiotic resistance","fluoroquinolones quinolones quinolines","nalidixic acid","1409590",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102047","Escherichia coli Map_83_001","fig|562.102047.peg.2810",,,,,"EmrKY-TolC","Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)","Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)","efflux pump conferring antibiotic resistance","Tetracyclines�","tetracycline","20128927;12501312",,,,
"BLAT","Antibiotic Resistance","CARD","562.99781","Escherichia coli d29dfd54-7bb8-11e9-a8d3-68b59976a384","fig|562.99781.peg.4455",,,"AML99881.1","Salmonella enterica subsp. enterica serovar Typhimurium","mdtK","Uncharacterized transporter YeeO",,"efflux pump conferring antibiotic resistance",,,,99,97,82,"1e-230"
"K-mer Search","Antibiotic Resistance","PATRIC","562.7223","Escherichia coli strain St. Olav173","fig|562.7223.peg.3370","UN91_12985",,,,,"DNA gyrase subunit A (EC 5.99.1.3)",,"antibiotic target in susceptible species","fluoroquinolones quinolones quinolines","clofazimine;ciprofloxacin;gatifloxacin;levofloxacin;moxifloxacin;nalidixic acid;ofloxacin;sparfloxacin;trovafloxacin","9293187",,,,
"BLAT","Antibiotic Resistance","CARD","562.102134","Escherichia coli Ec-050-T20-ESBL","fig|562.102134.peg.4430","LNN47_21190",,"BAE78084.1","Escherichia coli str. K-12 substr. W3110","mdtN","Inner membrane component MdtN of tripartite multidrug resistance system",,"efflux pump conferring antibiotic resistance",,,,100,100,100,"1e-189"
"K-mer Search","Antibiotic Resistance","PATRIC","562.65790","Escherichia coli strain CFS0356","fig|562.65790.peg.1564",,,,,"SugE","Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds","Small multidrug resistance (SMR) efflux transporter => SugE, quaternary ammonium compounds","efflux pump conferring antibiotic resistance","Quaternary ammonium compounds","cetylpyridinium;cetyldimethylethyl ammonium;cetrimide","11948170",,,,
"BLAT","Antibiotic Resistance","CARD","562.102317","Escherichia coli JNE182474","fig|562.102317.peg.333",,,"NP_416715.1","Escherichia coli str. K-12 substr. MG1655","YojI","ABC-type siderophore export system, fused ATPase and permease components",,"efflux pump conferring antibiotic resistance",,"microcin J25",,100,100,99,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.67336","Escherichia coli strain U88_8","fig|562.67336.peg.4249","G9417_20625",,"YP_491222.1","Escherichia coli str. K-12 substr. W3110","parE","DNA topoisomerase IV subunit B (EC 5.99.1.3)",,"antibiotic resistant gene variant or mutant,fluoroquinolone resistance gene",,,,100,100,100,"0.0"
"BLAT","Antibiotic Resistance","CARD","562.100616","Escherichia coli c683339a-7bb8-11e9-a8d3-68b59976a384","fig|562.100616.peg.4596",,,"ANK04027.1","Escherichia coli O25b:H4","gadW","Transcriptional regulator GadW, AraC family",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,96,"1e-133"
"K-mer Search","Antibiotic Resistance","PATRIC","562.101961","Escherichia coli Eco-20","fig|562.101961.peg.1878","MKK42_13700",,,,"GadE","Transcriptional activator GadE","Transcriptional activator GadE","regulator modulating expression of antibiotic resistance genes","Multiple antibiotic resistance",,"14702398;12940989",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102260","Escherichia coli Col41","fig|562.102260.peg.3504","K9T85_15160",,,,"MarA","Multiple antibiotic resistance protein MarA","Multiple antibiotic resistance protein MarA","antibiotic resistance gene cluster,cassette,or operon","Penems, Penams, Carbapenems, Cephamycins, Cephalosporins, Monobactams, Tetracyclines, Rifamycins, Phenicol antibiotics, Glycylcyclines, Fluoroquinolones Quinolones Quinolines, Triclosan","cefalothin;chloramphenicol;tigecycline;ampicillin;tetracycline;rifampin","8383113;9068629",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.99846","Escherichia coli ed681138-7bb8-11e9-a8d3-68b59976a384","fig|562.99846.peg.2819",,,,,"AcrAB-TolC","Transcriptional regulator of acrAB operon, AcrR","Transcriptional regulator of acrAB operon, AcrR","regulator modulating expression of antibiotic resistance genes","Cephalosporins, Penams, Tetracyclines, Glycylcyclines, Phenicol antibiotics, Rifamycins, Fluoroquinolones Quinolones Quinolines, Triclosan","tigecycline;chloramphenicol;rifampin;tetracycline;ampicillin;cefalothin�",,,,,
"BLAT","Antibiotic Resistance","CARD","562.101997","Escherichia coli Map_11_004","fig|562.101997.peg.2020",,,"AAC75135.2","Escherichia coli str. K-12 substr. MG1655","mdtA","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA",,"efflux pump conferring antibiotic resistance",,"novobiocin",,100,100,99,"1e-232"
"BLAT","Antibiotic Resistance","CARD","562.99780","Escherichia coli d1d85810-7bb8-11e9-a8d3-68b59976a384","fig|562.99780.peg.4892",,,"AAF17880.1","Escherichia coli","aadA5","Aminoglycoside 3''-nucleotidyltransferase (EC 2.7.7.-) => ANT(3'')-Ia (AadA family)",,"aminoglycoside resistance gene,antibiotic inactivation enzyme",,,,100,100,100,"1e-149"
"K-mer Search","Antibiotic Resistance","PATRIC","562.5741","Escherichia coli RM9387","fig|562.5741.peg.1573",,,,,,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum",,"efflux pump conferring antibiotic resistance","multiple antibiotic resistance,tetracyclines,quaternary ammonium compounds","tetracycline;rhodamine;benzalkonium chloride","9079913",,,,
"BLAT","Antibiotic Resistance","CARD","562.99846","Escherichia coli ed681138-7bb8-11e9-a8d3-68b59976a384","fig|562.99846.peg.4708",,,"AAA50993.1","Escherichia coli",,"Translation elongation factor Tu",,"antibiotic resistant gene variant or mutant,elfamycin resistance gene",,,,17,100,100,"1e-33"
"BLAT","Antibiotic Resistance","CARD","562.102234","Escherichia coli IBD_EPEC2","fig|562.102234.peg.2715","E4551_02655",,"BAA11237.1","Escherichia coli","emrY","Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",,"efflux pump conferring antibiotic resistance",,"tetracycline",,100,100,100,"1e-297"
"BLAT","Antibiotic Resistance","CARD","562.102161","Escherichia coli YZ21HCE27","fig|562.102161.peg.487","MRY29_02405",,"AAC75135.2","Escherichia coli str. K-12 substr. MG1655","mdtA","Multidrug efflux system MdtABC-TolC, membrane fusion component MdtA",,"efflux pump conferring antibiotic resistance",,"novobiocin",,100,100,99,"1e-231"
"K-mer Search","Antibiotic Resistance","PATRIC","562.99904","Escherichia coli b0426cbc-7bb9-11e9-a8d3-68b59976a384","fig|562.99904.peg.4334",,,,,"S10p","SSU ribosomal protein S10p (S20e)","SSU ribosomal protein S10p (S20e)","antibiotic target in susceptible species","Tetracyclines, Glycylcyclines","tetracycline;tigecycline","26124155",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.45694","Escherichia coli strain 2018040301","fig|562.45694.peg.4286","E1A92_09650",,,,"EmrD","Multidrug efflux pump EmrD (of MFS type)","Multidrug efflux pump EmrD (of MFS type)","efflux pump conferring antibiotic resistance","Macrolides, Aminoglycosides, Nitrofurans, Penams","azithromycin;gentamicin;nitrofurantoin;oxacillin;spiramycin","8987357;16675700",,,,
"BLAT","Antibiotic Resistance","NDARO","562.102150","Escherichia coli YZ21HCE19","fig|562.102150.peg.4993","MRY35_24055",,"WP_000237816.1","Gammaproteobacteria",,"rifampin ADP-ribosyl transferase","MULTISPECIES: NAD(+)--rifampin ADP-ribosyltransferase Arr-2","",,,,100,100,100,"3e-86"
"BLAT","Antibiotic Resistance","CARD","562.99895","Escherichia coli b4d8d040-7bb9-11e9-a8d3-68b59976a384","fig|562.99895.peg.560",,,"BAA15934.1","Escherichia coli str. K-12 substr. W3110","baeS","Sensory histidine kinase BaeS",,"efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,96,"1e-264"
"BLAT","Antibiotic Resistance","CARD","562.102020","Escherichia coli Map_28_006","fig|562.102020.peg.789",,,"AAC77033.1","Escherichia coli str. K-12 substr. MG1655","soxR","Redox-sensitive transcriptional activator SoxR",,"antibiotic resistant gene variant or mutant,efflux pump conferring antibiotic resistance,gene modulating antibiotic efflux",,,,100,100,99,"2e-84"
"K-mer Search","Antibiotic Resistance","PATRIC","562.101957","Escherichia coli BR-MHR268","fig|562.101957.peg.753","MOV31_13755",,,,"EF-Tu","Translation elongation factor Tu","Translation elongation factor Tu","antibiotic target in susceptible species","Elfamycins","kirromycin;enacyloxin IIa;pulvomycin","364475;9678602",,,,
"K-mer Search","Antibiotic Resistance","PATRIC","562.102061","Escherichia coli Map_179_002","fig|562.102061.peg.3488",,,,,"KatG","Catalase-peroxidase KatG (EC 1.11.1.21)","Catalase-peroxidase KatG (EC 1.11.1.21)","antibiotic activation enzyme","Isoniazid","isoniazid","14638486",,,,
"BLAT","Antibiotic Resistance","CARD","562.102147","Escherichia coli YZ21HCE8","fig|562.102147.peg.436","MRY22_02120",,"BAA11237.1","Escherichia coli","emrY","Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",,"efflux pump conferring antibiotic resistance",,"tetracycline",,100,100,99,"1e-297"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102037","Escherichia coli Map_93_014","fig|562.102037.peg.3006",,,,,"EmrAB-TolC","Multidrug resistance regulator EmrR (MprA)","Multidrug resistance regulator EmrR (MprA)","regulator modulating expression of antibiotic resistance genes","Fluoroquinolones Quinolones Quinolines","nalidixic acid","7730261",,,,
"BLAT","Antibiotic Resistance","CARD","562.102203","Escherichia coli DIAR_EPEC33","fig|562.102203.peg.571","E4489_15745",,"NP_415791.1","Escherichia coli str. K-12 substr. MG1655","cysB","Cys regulon transcriptional activator CysB",,"aminocoumarin resistance gene",,,,100,100,100,"1e-185"
"BLAT","Antibiotic Resistance","NDARO","562.99787","Escherichia coli d38c2b3c-7bb8-11e9-a8d3-68b59976a384","fig|562.99787.peg.4830",,,"WP_001043265.1","Proteobacteria",,"Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein","MULTISPECIES: sulfonamide-resistant dihydropteroate synthase Sul2","",,,,100,100,100,"1e-148"
"K-mer Search","Antibiotic Resistance","PATRIC","562.102158","Escherichia coli YZ21HCE15","fig|562.102158.peg.3893","MRY73_18635",,,,"BlaEC family","Class C beta-lactamase (EC 3.5.2.6) => BlaEC family","Class C beta-lactamase (EC 3.5.2.6) => BlaEC family","antibiotic inactivation enzyme","Beta-lactam antibiotics",,,,,,
